document_no,sentence_no,content
100,891,"Construction PROJECT COST Prior to 2018 2018 2019 2020 2021 Total DIRECT LABOR $0 $0 $0 $0 $0 $0 DIRECT NON-LABOR $0 $0 $9,476,023 $3,158,674 $0 $12,634,697 TOTAL DIRECT COSTS $0 $0 $9,476,023 $3,158,674 $0 $12,634,697 Assumptions In the development of the construction estimate, the following assumptions and clarifications have been made: • Pricing based on current construction costs in San Luis Obispo County, CA • Construction scheduled to include 98 working days (10 hours per day, five days per week) • Receipt of material main laydown yard • Pipe can be placed along Right of Way (ROW) without restriction; some restriction for approximately 4,000 feet • There will be a total of two laydown yards • Backfilling of excavations with zero-sack slurry or sand padding to one foot above pipeline; remainder of backfilling with native soil or as required by permit; excess spoils will be hauled off and disposed • Isolation and final tie-ins are a continuous operation • Installation of three water storage tanks • Mechanical excavation up to approximately two feet of the existing pipeline; hand excavation within the two-foot zone • A full-time utility locate crew will be utilized to account for unidentified utilities and existing pipeline crossings • Existing tap will be excavated and placed on CNG prior to tying in the new SL-36-9-09 North Section 14 • A shallow HDD will be performed • Laydown yards will be restored to original condition at the end of the project • Ten days of initial rock clearing (areas of Serpentine Rock) prior to the start of excavations • Estimate does not include holiday work, cultural resources, or ground water Southern California Gas Company 2019 GRC APP215 Additional Construction Information • Site Mobilization / Site Facilities - One mobilization and one demobilization - Placement of two office trailers at laydown yard - Site facility costs to cover a five-month duration - Crushed rock for laydown yards • Site Preparation - Grading crew to prepare of access roads at the beginning of the project - Installation of temporary fencing to delineate the laydown yard - Installation of additional temporary fencing a to secure open excavations • Site Management / Best Management Practices (BMP’s) - BMP materials for spoil piles, laydown yards, and work sites • SoCalGas / Company Furnished Material Handling - Unloading by contractor of nine loads of SoCalGas furnished material at the main laydown yard • Traffic Control - Signs, cones, and barricades have been included during excavation and tie-in • Utility Locates - 10 days for exposure of foreign line crossings and identifying alignment of existing gas facilities - Potholing for locating existing gas line crossings prior to trench excavation • Isolate Existing Pipeline - Pipeline will be isolated and blown down in conjunction with tie-in activities - Pipeline will not be separately isolated until new pipeline has been installed and tested - Service will be supplied with CNG during system downtime • Pressure Test Pipeline - Set-up by contractor of three water storage tanks - Two transition piping and test heads will be installed - Pipeline will be hydrotested in one complete segment - Testing of the pipeline will occur during one day - Dewater and drying of the pipeline will occur over a three day period • Tie-in Pipeline - The pipeline will be tied in using two Pressure Control Fittings (PCF) - Three-day period for pipeline seasoning - X-ray of all welds Southern California Gas Company 2019 GRC APP216 • Paving - Paving restorations for affected areas included • Retire / Abandon Existing Pipeline - Existing pipeline will be purged and sealed • Site Restoration - Temporary fencing will be removed from the laydown yards - ROW will be graded and restored to original condition - Restoration of soil at yards • Site Demobilization - Demobilization of site facilities, crew, and equipment - Excess piping will be hauled to SoCalGas designated yard • Field Overhead - One project Manager, one Superintendent and one Safety Personnel for full project duration - One Part-time Cost Controller - One water truck with driver, forklift and day cab for full project duration for dust suppression - One site security person for all non-working hours - Lodging and expenses for field personnel and project management team for full project duration Environmental Survey/Permitting/Monitoring PROJECT COST Prior to 2018 2018 2019 2020 2021 Total DIRECT LABOR $0 $0 $0 $0 $0 $0 DIRECT NON-LABOR $0 $0 $1,065,083 $355,028 $0 $1,420,111 TOTAL DIRECT COSTS $0 $0 $1,065,083 $355,028 $0 $1,420,111 Assumptions In calculating the total estimated environmental cost for SL-36-9-09N Section 14, the following environmental items were considered: • Environmental Services (permitting support, surveys and monitoring) • Abatement (asbestos and lead) • Hazardous and non-hazardous waste containment/ disposal (including hydrostatic test water hauling, treatment and/or disposal) • Permit fees • Mitigation The high level assumptions and specific level of effort to provide environmental support for this project are described in more detail below."
100,892,"Southern California Gas Company 2019 GRC APP217 Environmental Labor Environmental Contract Services Labor: 1,595 hours • Document Preparation and Project Management - SoCalGas Environmental Services support in addition to consultant support throughout duration of project (planning, permitting, construction, and closeout) - Document production anticipated: o Waters delineation o Biological Assessment for the California Environmental Quality Act (CEQA) o Mitigated Negative Declaration (MND) preparation for CEQA o Habitat Mitigation and Monitoring Plan (HMMP) o Section 7 and State Historic Preservation Office (SHPO) coordination o Paleontological Survey for CEQA o Worker Environmental Awareness Program (WEAP) document o Phase 2 soil report for sampling o Cultural resource report o Storm Water Pollution and Prevention Plan (SWPPP) and Notice of Intent (NOI) o Naturally Occurring Asbestos (NOA) Geological Survey and dust control plan o Preconstruction clearances o Contingency Soil Contamination Plan and Hazardous Materials Business Plan (HMBP) • Pre-Construction Survey - Biological surveys, including nesting birds - Cultural resource survey - Rare Plant Surveys • Construction Monitoring - Total of four monitors (two monitors for two crews) during construction • Project Closeout Activities - Restoration support, permit reporting, and closeout Abatement • Assumed eight days of asbestos and lead abatement activities Water Treatment and Hazardous Materials • Hydrotest water (estimated at 41,410 gallons) will be acquired by the pipeline contractor • Hydrotest Water Delivery – Assumed over 200 miles roundtrip for delivery to project site • Hydrotest Water Disposal – Assumed not treatment needed and reuse for dust control • Assumed five days hydrotest standby support • No groundwater dewatering anticipated • Contaminated soil estimate at 313 tons and requiring up to 200 miles round trip for transport and disposal Southern California Gas Company 2019 GRC APP218• Waste sampling and profiling anticipated to support disposal of wastes generated during construction."
100,893,"• Hazardous and non-hazardous waste transport and disposal anticipated for various wastes (e.g. lead paint waste, pigs used to dry the pipeline post hydrotest, asbestos containing material, etc.) Permit Fees • SWPPP fee (fees are set by the agency and are subject to change) • San Luis Obispo County Air Pollution Control District Asbestos fee (fees are set by the agency and are subject to change) • California Department of Fish and Wildlife (CDFW) Streambed Alteration Agreement (SAA) fees (fees are set by the agency and are subject to change) • RWQCB 401 fees (fees are set by the agency and are subject to change) • CDFW CEQA MND Filing fee (fees are set by the agency and are subject to change) Mitigation Fees • $33,600 - Estimated for CDFW/U."
100,894,"S Army Corps of Engineers (USACE)/RWCQB temp impacts for 0.28 acres • $570,000 - Estimated for offsite CEQA oak woodland mitigation for 0.95 acres of impacts • $114,000 – Estimated for 2.85 acres of oak woodland understory seeding Land & Right-of-Way Acquisition PROJECT COST Prior to 2018 2018 2019 2020 2021 Total DIRECT LABOR $0 $0 $0 $0 $0 $0 DIRECT NON-LABOR $0 $0 $351,745 $117,248 $0 $468,993 TOTAL DIRECT COSTS $0 $0 $351,745 $117,248 $0 $468,993 Assumptions In generating the cost estimate, the following areas were addressed: • Labor • Legal Services • Permitting Fees • New Easement costs • Temporary Right of Entry (TRE) - Construction yards • Temporary Right of Entry (TRE) – Workspace Land Services Labor • Land Contract Services Labor: 228 hours Factors such as location, zoning, current market price and square footage are considered to determine a final estimated value specific to easements and temporary rights of entry permits."
100,895,Previous project experience specific to the San Luis Obispo County were also considered in generating the cost estimate.
100,896,"Southern California Gas Company 2019 GRC APP219 Company Labor PROJECT COST Prior to 2018 2018 2019 2020 2021 Total DIRECT LABOR $25,583 $0 $521,573 $148,275 $0 $695,431 DIRECT NON-LABOR $0 $0 $0 $0 $0 $0 TOTAL DIRECT COSTS $25,583 $0 $521,573 $148,275 $0 $695,431 Assumptions SoCalGas Non-Union Labor is estimated based upon activity level of effort and is divided into the following categories: SoCalGas Labor - Management, Engineering, and Non-Union Labor • Project Management (2,327 hours) • Project Field Management (1,361 hours) • Project Engineers (215 hours) • Construction Managers / Inspectors (157 hours) • Environmental (636 hours) • Engineering Services (215 hours) • Land Services (154 hours) • Other Departments (693 hours) SoCalGas field labor costs are duration-dependent and activity-specific."
100,897,Estimates were developed with the guidance of SoCalGas Construction Management organization.
100,898,"• SoCalGas Field Labor – Distribution, Transmission, Pipeline integrity, and Other Field Departments - SoCalGas Field Labor: 1,666 hours Other Capital Costs PROJECT COST Prior to 2018 2018 2019 2020 2021 Total DIRECT LABOR $0 $0 $0 $0 $0 $0 DIRECT NON-LABOR $709,431 $0 $2,699,496 $190,401 $0 $3,599,328 TOTAL DIRECT COSTS $709,431 $0 $2,699,496 $190,401 $0 $3,599,328 Assumptions Other capital costs assume use of contracted Project Management, Engineering, Survey, Design services, and other costs."
100,899,"The major components in this category include: • Engineering / Design Services (9,593 hours) • PM / Project Services (4,557 hours) • Construction Management (9,900 hours) • Surveying / As-built (2,618 hours) Southern California Gas Company 2019 GRC APP220PROJECT COST Prior to 2018* 2018 2019 2020 2021 Total DIRECT LABOR $31,062 $0 $0 $604,080 $0 $635,142 DIRECT NON-LABOR $663,084 $0 $0 $12,895,207 $0 $13,558,291 TOTAL DIRECT COSTS $694,146 $0 $0 $13,499,287 $0 $14,193,433 Total Capital Costs $694,146 $0 $0 $13,499,287 $0 $14,193,433 *Actual costs incurred associated with planning and engineering design work are included in the project cost estimates."
100,900,Project Description The Supply Line 36-9-09 North Section 15 project will install 1.531 miles of pipe.
